V	C
1.167	3.82864e-11
1.168	3.82756e-11
1.169	3.82648e-11
1.17	3.82541e-11
1.171	3.82433e-11
1.172	3.82326e-11
1.173	3.82218e-11
1.174	3.8211e-11
1.175	3.82003e-11
1.176	3.81895e-11
1.177	3.81788e-11
1.178	3.8168e-11
1.179	3.81573e-11
1.18	3.81466e-11
1.181	3.81358e-11
1.182	3.81251e-11
1.183	3.81144e-11
1.184	3.81037e-11
1.185	3.8093e-11
1.186	3.80823e-11
1.187	3.80716e-11
1.188	3.80609e-11
1.189	3.80502e-11
1.19	3.80396e-11
1.191	3.80289e-11
1.192	3.80182e-11
1.193	3.80075e-11
1.194	3.79969e-11
1.195	3.79862e-11
1.196	3.79756e-11
1.197	3.79649e-11
1.198	3.79543e-11
1.199	3.79436e-11
1.2	3.7933e-11
1.201	3.79224e-11
1.202	3.79118e-11
1.203	3.79012e-11
1.204	3.78906e-11
1.205	3.78799e-11
1.206	3.78693e-11
1.207	3.78587e-11
1.208	3.78481e-11
1.209	3.78375e-11
1.21	3.7827e-11
1.211	3.78164e-11
1.212	3.78058e-11
1.213	3.77953e-11
1.214	3.77847e-11
1.215	3.77741e-11
1.216	3.77636e-11
1.217	3.7753e-11
1.218	3.77425e-11
1.219	3.77319e-11
1.22	3.77214e-11
1.221	3.77109e-11
1.222	3.77003e-11
1.223	3.76898e-11
1.224	3.76793e-11
1.225	3.76688e-11
1.226	3.76583e-11
1.227	3.76478e-11
1.228	3.76373e-11
1.229	3.76268e-11
1.23	3.76163e-11
1.231	3.76058e-11
1.232	3.75954e-11
1.233	3.75849e-11
1.234	3.75744e-11
1.235	3.75639e-11
1.236	3.75535e-11
1.237	3.75431e-11
1.238	3.75326e-11
1.239	3.75221e-11
1.24	3.75117e-11
1.241	3.75013e-11
1.242	3.74908e-11
1.243	3.74804e-11
1.244	3.747e-11
1.245	3.74595e-11
1.246	3.74492e-11
1.247	3.74387e-11
1.248	3.74283e-11
1.249	3.7418e-11
1.25	3.74075e-11
1.251	3.73971e-11
1.252	3.73868e-11
1.253	3.73764e-11
1.254	3.7366e-11
1.255	3.73556e-11
1.256	3.73453e-11
1.257	3.73349e-11
1.258	3.73246e-11
1.259	3.73142e-11
1.26	3.73039e-11
1.261	3.72935e-11
1.262	3.72832e-11
1.263	3.72729e-11
1.264	3.72625e-11
1.265	3.72522e-11
1.266	3.72419e-11
1.267	3.72316e-11
1.268	3.72213e-11
1.269	3.7211e-11
1.27	3.72007e-11
1.271	3.71904e-11
1.272	3.71801e-11
1.273	3.71698e-11
1.274	3.71595e-11
1.275	3.71492e-11
1.276	3.7139e-11
1.277	3.71287e-11
1.278	3.71184e-11
1.279	3.71082e-11
1.28	3.70979e-11
1.281	3.70877e-11
1.282	3.70774e-11
1.283	3.70672e-11
1.284	3.7057e-11
1.285	3.70467e-11
1.286	3.70365e-11
1.287	3.70263e-11
1.288	3.70161e-11
1.289	3.70059e-11
1.29	3.69957e-11
1.291	3.69854e-11
1.292	3.69752e-11
1.293	3.69651e-11
1.294	3.69548e-11
1.295	3.69447e-11
1.296	3.69345e-11
1.297	3.69243e-11
1.298	3.69141e-11
1.299	3.6904e-11
1.3	3.68938e-11
1.301	3.68836e-11
1.302	3.68735e-11
1.303	3.68634e-11
1.304	3.68532e-11
1.305	3.68431e-11
1.306	3.68329e-11
1.307	3.68228e-11
1.308	3.68127e-11
1.309	3.68026e-11
1.31	3.67925e-11
1.311	3.67823e-11
1.312	3.67722e-11
1.313	3.67621e-11
1.314	3.6752e-11
1.315	3.67419e-11
1.316	3.67318e-11
1.317	3.67218e-11
1.318	3.67117e-11
1.319	3.67016e-11
1.32	3.66916e-11
1.321	3.66815e-11
1.322	3.66714e-11
1.323	3.66614e-11
1.324	3.66513e-11
1.325	3.66412e-11
1.326	3.66312e-11
1.327	3.66212e-11
1.328	3.66111e-11
1.329	3.66011e-11
1.33	3.65911e-11
1.331	3.65811e-11
1.332	3.6571e-11
1.333	3.6561e-11
1.334	3.6551e-11
1.335	3.6541e-11
1.336	3.6531e-11
1.337	3.6521e-11
1.338	3.6511e-11
1.339	3.6501e-11
1.34	3.6491e-11
1.341	3.64811e-11
1.342	3.64711e-11
1.343	3.64611e-11
1.344	3.64512e-11
1.345	3.64412e-11
1.346	3.64312e-11
1.347	3.64213e-11
1.348	3.64114e-11
1.349	3.64014e-11
1.35	3.63915e-11
1.351	3.63815e-11
1.352	3.63716e-11
1.353	3.63617e-11
1.354	3.63517e-11
1.355	3.63418e-11
1.356	3.63319e-11
1.357	3.6322e-11
1.358	3.63121e-11
1.359	3.63022e-11
1.36	3.62923e-11
1.361	3.62824e-11
1.362	3.62725e-11
1.363	3.62627e-11
1.364	3.62528e-11
1.365	3.62429e-11
1.366	3.6233e-11
1.367	3.62232e-11
1.368	3.62133e-11
1.369	3.62035e-11
1.37	3.61936e-11
1.371	3.61838e-11
1.372	3.61739e-11
1.373	3.61641e-11
1.374	3.61543e-11
1.375	3.61444e-11
1.376	3.61346e-11
1.377	3.61248e-11
1.378	3.6115e-11
1.379	3.61052e-11
1.38	3.60954e-11
1.381	3.60856e-11
1.382	3.60758e-11
1.383	3.6066e-11
1.384	3.60562e-11
1.385	3.60464e-11
1.386	3.60366e-11
1.387	3.60268e-11
1.388	3.60171e-11
1.389	3.60073e-11
1.39	3.59976e-11
1.391	3.59878e-11
1.392	3.5978e-11
1.393	3.59683e-11
1.394	3.59585e-11
1.395	3.59488e-11
1.396	3.5939e-11
1.397	3.59293e-11
1.398	3.59196e-11
1.399	3.59099e-11
1.4	3.59001e-11
1.401	3.58904e-11
1.402	3.58807e-11
1.403	3.5871e-11
1.404	3.58613e-11
1.405	3.58516e-11
1.406	3.58419e-11
1.407	3.58322e-11
1.408	3.58225e-11
1.409	3.58128e-11
1.41	3.58031e-11
1.411	3.57935e-11
1.412	3.57838e-11
1.413	3.57742e-11
1.414	3.57645e-11
1.415	3.57548e-11
1.416	3.57452e-11
1.417	3.57355e-11
1.418	3.57259e-11
1.419	3.57162e-11
1.42	3.57066e-11
1.421	3.5697e-11
1.422	3.56873e-11
1.423	3.56777e-11
1.424	3.56681e-11
1.425	3.56585e-11
1.426	3.56489e-11
1.427	3.56393e-11
1.428	3.56297e-11
1.429	3.56201e-11
1.43	3.56105e-11
1.431	3.56009e-11
1.432	3.55913e-11
1.433	3.55817e-11
1.434	3.55721e-11
1.435	3.55626e-11
1.436	3.5553e-11
1.437	3.55435e-11
1.438	3.55339e-11
1.439	3.55243e-11
1.44	3.55148e-11
1.441	3.55052e-11
1.442	3.54957e-11
1.443	3.54861e-11
1.444	3.54766e-11
1.445	3.54671e-11
1.446	3.54575e-11
1.447	3.5448e-11
1.448	3.54385e-11
1.449	3.5429e-11
1.45	3.54195e-11
1.451	3.541e-11
1.452	3.54005e-11
1.453	3.5391e-11
1.454	3.53815e-11
1.455	3.5372e-11
1.456	3.53625e-11
1.457	3.5353e-11
1.458	3.53436e-11
1.459	3.53341e-11
1.46	3.53246e-11
1.461	3.53152e-11
1.462	3.53057e-11
1.463	3.52962e-11
1.464	3.52868e-11
1.465	3.52773e-11
1.466	3.52679e-11
1.467	3.52584e-11
1.468	3.5249e-11
1.469	3.52396e-11
1.47	3.52301e-11
1.471	3.52207e-11
1.472	3.52113e-11
1.473	3.52019e-11
1.474	3.51925e-11
1.475	3.51831e-11
1.476	3.51737e-11
1.477	3.51643e-11
1.478	3.51549e-11
1.479	3.51455e-11
1.48	3.51361e-11
1.481	3.51267e-11
1.482	3.51174e-11
1.483	3.5108e-11
1.484	3.50986e-11
1.485	3.50892e-11
1.486	3.50799e-11
1.487	3.50705e-11
1.488	3.50612e-11
1.489	3.50518e-11
1.49	3.50425e-11
1.491	3.50331e-11
1.492	3.50238e-11
1.493	3.50145e-11
1.494	3.50051e-11
1.495	3.49958e-11
1.496	3.49865e-11
1.497	3.49772e-11
1.498	3.49679e-11
1.499	3.49585e-11
1.5	3.49492e-11
1.501	3.49399e-11
1.502	3.49306e-11
1.503	3.49213e-11
1.504	3.4912e-11
1.505	3.49028e-11
1.506	3.48935e-11
1.507	3.48842e-11
1.508	3.48749e-11
1.509	3.48657e-11
1.51	3.48564e-11
1.511	3.48471e-11
1.512	3.48379e-11
1.513	3.48286e-11
1.514	3.48194e-11
1.515	3.48101e-11
1.516	3.48009e-11
1.517	3.47916e-11
1.518	3.47824e-11
1.519	3.47732e-11
1.52	3.4764e-11
1.521	3.47547e-11
1.522	3.47455e-11
1.523	3.47363e-11
1.524	3.47271e-11
1.525	3.47179e-11
1.526	3.47087e-11
1.527	3.46995e-11
1.528	3.46903e-11
1.529	3.46811e-11
1.53	3.46719e-11
1.531	3.46627e-11
1.532	3.46536e-11
1.533	3.46444e-11
1.534	3.46352e-11
1.535	3.4626e-11
1.536	3.46169e-11
1.537	3.46077e-11
1.538	3.45986e-11
1.539	3.45894e-11
1.54	3.45803e-11
1.541	3.45711e-11
1.542	3.4562e-11
1.543	3.45529e-11
1.544	3.45437e-11
1.545	3.45346e-11
1.546	3.45255e-11
1.547	3.45164e-11
1.548	3.45073e-11
1.549	3.44981e-11
1.55	3.4489e-11
1.551	3.44799e-11
1.552	3.44708e-11
1.553	3.44617e-11
1.554	3.44527e-11
1.555	3.44436e-11
1.556	3.44345e-11
1.557	3.44254e-11
1.558	3.44163e-11
1.559	3.44072e-11
1.56	3.43982e-11
1.561	3.43891e-11
1.562	3.43801e-11
1.563	3.4371e-11
1.564	3.43619e-11
1.565	3.43529e-11
1.566	3.43439e-11
1.567	3.43348e-11
1.568	3.43258e-11
1.569	3.43167e-11
1.57	3.43077e-11
1.571	3.42987e-11
1.572	3.42897e-11
1.573	3.42806e-11
1.574	3.42716e-11
1.575	3.42626e-11
1.576	3.42536e-11
1.577	3.42446e-11
1.578	3.42356e-11
1.579	3.42266e-11
1.58	3.42176e-11
1.581	3.42086e-11
1.582	3.41997e-11
1.583	3.41907e-11
1.584	3.41817e-11
1.585	3.41727e-11
1.586	3.41638e-11
1.587	3.41548e-11
1.588	3.41459e-11
1.589	3.41369e-11
1.59	3.41279e-11
1.591	3.4119e-11
1.592	3.411e-11
1.593	3.41011e-11
1.594	3.40922e-11
1.595	3.40833e-11
1.596	3.40743e-11
1.597	3.40654e-11
1.598	3.40564e-11
1.599	3.40475e-11
1.6	3.40386e-11
1.601	3.40297e-11
1.602	3.40208e-11
1.603	3.40119e-11
1.604	3.4003e-11
1.605	3.39941e-11
1.606	3.39852e-11
1.607	3.39763e-11
1.608	3.39674e-11
1.609	3.39586e-11
1.61	3.39497e-11
1.611	3.39408e-11
1.612	3.39319e-11
1.613	3.39231e-11
1.614	3.39142e-11
1.615	3.39054e-11
1.616	3.38965e-11
1.617	3.38876e-11
1.618	3.38788e-11
1.619	3.387e-11
1.62	3.38611e-11
1.621	3.38523e-11
1.622	3.38435e-11
1.623	3.38346e-11
1.624	3.38258e-11
1.625	3.3817e-11
1.626	3.38082e-11
1.627	3.37993e-11
1.628	3.37906e-11
1.629	3.37817e-11
1.63	3.37729e-11
1.631	3.37641e-11
1.632	3.37554e-11
1.633	3.37465e-11
1.634	3.37378e-11
1.635	3.3729e-11
1.636	3.37202e-11
1.637	3.37114e-11
1.638	3.37027e-11
1.639	3.36939e-11
1.64	3.36851e-11
1.641	3.36764e-11
1.642	3.36676e-11
1.643	3.36588e-11
1.644	3.36501e-11
1.645	3.36414e-11
1.646	3.36326e-11
1.647	3.36239e-11
1.648	3.36152e-11
1.649	3.36064e-11
1.65	3.35977e-11
1.651	3.3589e-11
1.652	3.35802e-11
1.653	3.35715e-11
1.654	3.35628e-11
1.655	3.35541e-11
1.656	3.35454e-11
1.657	3.35367e-11
1.658	3.3528e-11
1.659	3.35193e-11
1.66	3.35106e-11
1.661	3.35019e-11
1.662	3.34933e-11
1.663	3.34846e-11
1.664	3.34759e-11
1.665	3.34672e-11
1.666	3.34585e-11
1.667	3.34499e-11
1.668	3.34412e-11
1.669	3.34326e-11
1.67	3.34239e-11
1.671	3.34153e-11
1.672	3.34066e-11
1.673	3.3398e-11
1.674	3.33893e-11
1.675	3.33807e-11
1.676	3.3372e-11
1.677	3.33634e-11
1.678	3.33548e-11
1.679	3.33462e-11
1.68	3.33376e-11
1.681	3.33289e-11
1.682	3.33203e-11
1.683	3.33117e-11
1.684	3.33031e-11
1.685	3.32945e-11
1.686	3.32859e-11
1.687	3.32773e-11
1.688	3.32688e-11
1.689	3.32602e-11
1.69	3.32516e-11
1.691	3.3243e-11
1.692	3.32344e-11
1.693	3.32259e-11
1.694	3.32173e-11
1.695	3.32087e-11
1.696	3.32002e-11
1.697	3.31916e-11
1.698	3.31831e-11
1.699	3.31745e-11
1.7	3.3166e-11
1.701	3.31574e-11
1.702	3.31489e-11
1.703	3.31403e-11
1.704	3.31318e-11
1.705	3.31233e-11
1.706	3.31148e-11
1.707	3.31063e-11
1.708	3.30977e-11
1.709	3.30892e-11
1.71	3.30807e-11
1.711	3.30722e-11
1.712	3.30637e-11
1.713	3.30552e-11
1.714	3.30467e-11
1.715	3.30382e-11
1.716	3.30297e-11
1.717	3.30212e-11
1.718	3.30128e-11
1.719	3.30043e-11
1.72	3.29958e-11
1.721	3.29873e-11
1.722	3.29788e-11
1.723	3.29704e-11
1.724	3.29619e-11
1.725	3.29535e-11
1.726	3.2945e-11
1.727	3.29366e-11
1.728	3.29281e-11
1.729	3.29197e-11
1.73	3.29113e-11
1.731	3.29028e-11
1.732	3.28944e-11
1.733	3.28859e-11
1.734	3.28775e-11
1.735	3.28691e-11
1.736	3.28607e-11
1.737	3.28523e-11
1.738	3.28439e-11
1.739	3.28355e-11
1.74	3.28271e-11
1.741	3.28186e-11
1.742	3.28103e-11
1.743	3.28019e-11
1.744	3.27935e-11
1.745	3.27851e-11
1.746	3.27767e-11
1.747	3.27683e-11
1.748	3.27599e-11
1.749	3.27516e-11
1.75	3.27432e-11
1.751	3.27348e-11
1.752	3.27265e-11
1.753	3.27181e-11
1.754	3.27098e-11
1.755	3.27014e-11
1.756	3.26931e-11
1.757	3.26847e-11
1.758	3.26764e-11
1.759	3.2668e-11
1.76	3.26597e-11
1.761	3.26514e-11
1.762	3.2643e-11
1.763	3.26347e-11
1.764	3.26264e-11
1.765	3.26181e-11
1.766	3.26098e-11
1.767	3.26015e-11
1.768	3.25931e-11
1.769	3.25848e-11
1.77	3.25765e-11
1.771	3.25682e-11
1.772	3.256e-11
1.773	3.25517e-11
1.774	3.25434e-11
1.775	3.25351e-11
1.776	3.25268e-11
1.777	3.25185e-11
1.778	3.25103e-11
1.779	3.2502e-11
1.78	3.24937e-11
1.781	3.24855e-11
1.782	3.24772e-11
1.783	3.2469e-11
1.784	3.24607e-11
1.785	3.24525e-11
1.786	3.24442e-11
1.787	3.2436e-11
1.788	3.24277e-11
1.789	3.24195e-11
1.79	3.24112e-11
1.791	3.2403e-11
1.792	3.23948e-11
1.793	3.23866e-11
1.794	3.23784e-11
1.795	3.23701e-11
1.796	3.23619e-11
1.797	3.23537e-11
1.798	3.23455e-11
1.799	3.23373e-11
1.8	3.23291e-11
1.801	3.23209e-11
1.802	3.23128e-11
1.803	3.23045e-11
1.804	3.22964e-11
1.805	3.22882e-11
1.806	3.228e-11
1.807	3.22719e-11
1.808	3.22637e-11
1.809	3.22555e-11
1.81	3.22473e-11
1.811	3.22392e-11
1.812	3.2231e-11
1.813	3.22229e-11
1.814	3.22147e-11
1.815	3.22066e-11
1.816	3.21984e-11
1.817	3.21903e-11
1.818	3.21822e-11
1.819	3.2174e-11
1.82	3.21659e-11
1.821	3.21578e-11
1.822	3.21496e-11
1.823	3.21415e-11
1.824	3.21334e-11
1.825	3.21253e-11
1.826	3.21172e-11
1.827	3.21091e-11
1.828	3.2101e-11
1.829	3.20929e-11
1.83	3.20848e-11
1.831	3.20767e-11
1.832	3.20686e-11
1.833	3.20605e-11
1.834	3.20524e-11
1.835	3.20443e-11
1.836	3.20363e-11
1.837	3.20282e-11
1.838	3.20201e-11
1.839	3.2012e-11
1.84	3.2004e-11
1.841	3.19959e-11
1.842	3.19879e-11
1.843	3.19798e-11
1.844	3.19718e-11
1.845	3.19637e-11
1.846	3.19556e-11
1.847	3.19476e-11
1.848	3.19396e-11
1.849	3.19315e-11
1.85	3.19235e-11
1.851	3.19155e-11
1.852	3.19074e-11
1.853	3.18994e-11
1.854	3.18914e-11
1.855	3.18834e-11
1.856	3.18754e-11
1.857	3.18674e-11
1.858	3.18594e-11
1.859	3.18514e-11
1.86	3.18434e-11
1.861	3.18354e-11
1.862	3.18274e-11
1.863	3.18194e-11
1.864	3.18114e-11
1.865	3.18034e-11
1.866	3.17955e-11
1.867	3.17875e-11
1.868	3.17795e-11
1.869	3.17715e-11
1.87	3.17636e-11
1.871	3.17556e-11
1.872	3.17477e-11
1.873	3.17397e-11
1.874	3.17317e-11
1.875	3.17238e-11
1.876	3.17158e-11
1.877	3.17079e-11
1.878	3.17e-11
1.879	3.1692e-11
1.88	3.16841e-11
1.881	3.16762e-11
1.882	3.16682e-11
1.883	3.16603e-11
1.884	3.16524e-11
1.885	3.16445e-11
1.886	3.16366e-11
1.887	3.16286e-11
1.888	3.16208e-11
1.889	3.16128e-11
1.89	3.16049e-11
1.891	3.1597e-11
1.892	3.15891e-11
1.893	3.15812e-11
1.894	3.15734e-11
1.895	3.15655e-11
1.896	3.15576e-11
1.897	3.15497e-11
1.898	3.15418e-11
1.899	3.1534e-11
1.9	3.15261e-11
1.901	3.15183e-11
1.902	3.15104e-11
1.903	3.15025e-11
1.904	3.14947e-11
1.905	3.14868e-11
1.906	3.14789e-11
1.907	3.14711e-11
1.908	3.14632e-11
1.909	3.14554e-11
1.91	3.14476e-11
1.911	3.14397e-11
1.912	3.14319e-11
1.913	3.14241e-11
1.914	3.14163e-11
1.915	3.14085e-11
1.916	3.14006e-11
1.917	3.13928e-11
1.918	3.1385e-11
1.919	3.13772e-11
1.92	3.13694e-11
1.921	3.13616e-11
1.922	3.13538e-11
1.923	3.1346e-11
1.924	3.13382e-11
1.925	3.13304e-11
1.926	3.13226e-11
1.927	3.13148e-11
1.928	3.13071e-11
1.929	3.12993e-11
1.93	3.12915e-11
1.931	3.12837e-11
1.932	3.12759e-11
1.933	3.12682e-11
1.934	3.12604e-11
1.935	3.12527e-11
1.936	3.12449e-11
1.937	3.12372e-11
1.938	3.12294e-11
1.939	3.12217e-11
1.94	3.12139e-11
1.941	3.12062e-11
1.942	3.11985e-11
1.943	3.11907e-11
1.944	3.1183e-11
1.945	3.11752e-11
1.946	3.11675e-11
1.947	3.11598e-11
1.948	3.11521e-11
1.949	3.11444e-11
1.95	3.11367e-11
1.951	3.1129e-11
1.952	3.11213e-11
1.953	3.11136e-11
1.954	3.11059e-11
1.955	3.10982e-11
1.956	3.10905e-11
1.957	3.10828e-11
1.958	3.10751e-11
1.959	3.10674e-11
1.96	3.10597e-11
1.961	3.10521e-11
1.962	3.10444e-11
1.963	3.10367e-11
1.964	3.10291e-11
1.965	3.10214e-11
1.966	3.10137e-11
1.967	3.10061e-11
1.968	3.09984e-11
1.969	3.09907e-11
1.97	3.09831e-11
1.971	3.09754e-11
1.972	3.09678e-11
1.973	3.09602e-11
1.974	3.09525e-11
1.975	3.09449e-11
1.976	3.09373e-11
1.977	3.09296e-11
1.978	3.0922e-11
1.979	3.09144e-11
1.98	3.09067e-11
1.981	3.08991e-11
1.982	3.08915e-11
1.983	3.08839e-11
1.984	3.08763e-11
1.985	3.08687e-11
1.986	3.08611e-11
1.987	3.08535e-11
1.988	3.08459e-11
1.989	3.08383e-11
1.99	3.08307e-11
1.991	3.08232e-11
1.992	3.08156e-11
1.993	3.0808e-11
1.994	3.08004e-11
1.995	3.07928e-11
1.996	3.07853e-11
1.997	3.07777e-11
1.998	3.07702e-11
1.999	3.07626e-11
2	3.0755e-11
2.001	3.07474e-11
2.002	3.07399e-11
2.003	3.07323e-11
2.004	3.07248e-11
2.005	3.07173e-11
2.006	3.07097e-11
2.007	3.07022e-11
2.008	3.06947e-11
2.009	3.06871e-11
2.01	3.06796e-11
2.011	3.06721e-11
2.012	3.06645e-11
2.013	3.0657e-11
2.014	3.06495e-11
2.015	3.0642e-11
2.016	3.06345e-11
2.017	3.0627e-11
2.018	3.06195e-11
2.019	3.0612e-11
2.02	3.06045e-11
2.021	3.0597e-11
2.022	3.05895e-11
2.023	3.0582e-11
2.024	3.05745e-11
2.025	3.0567e-11
2.026	3.05595e-11
2.027	3.05521e-11
2.028	3.05446e-11
2.029	3.05371e-11
2.03	3.05297e-11
2.031	3.05222e-11
2.032	3.05147e-11
2.033	3.05073e-11
2.034	3.04998e-11
2.035	3.04924e-11
2.036	3.04849e-11
2.037	3.04774e-11
2.038	3.047e-11
2.039	3.04626e-11
2.04	3.04551e-11
2.041	3.04477e-11
2.042	3.04403e-11
2.043	3.04328e-11
2.044	3.04254e-11
2.045	3.0418e-11
2.046	3.04106e-11
2.047	3.04031e-11
2.048	3.03957e-11
2.049	3.03883e-11
2.05	3.03809e-11
2.051	3.03735e-11
2.052	3.03661e-11
2.053	3.03587e-11
2.054	3.03513e-11
2.055	3.03439e-11
2.056	3.03365e-11
2.057	3.03291e-11
2.058	3.03217e-11
2.059	3.03144e-11
2.06	3.0307e-11
2.061	3.02996e-11
2.062	3.02922e-11
2.063	3.02848e-11
2.064	3.02775e-11
2.065	3.02701e-11
2.066	3.02628e-11
2.067	3.02554e-11
2.068	3.0248e-11
2.069	3.02407e-11
2.07	3.02333e-11
2.071	3.0226e-11
2.072	3.02186e-11
2.073	3.02113e-11
2.074	3.0204e-11
2.075	3.01966e-11
2.076	3.01893e-11
2.077	3.0182e-11
2.078	3.01746e-11
2.079	3.01673e-11
2.08	3.016e-11
2.081	3.01527e-11
2.082	3.01454e-11
2.083	3.0138e-11
2.084	3.01307e-11
2.085	3.01234e-11
2.086	3.01161e-11
2.087	3.01088e-11
2.088	3.01015e-11
2.089	3.00942e-11
2.09	3.00869e-11
2.091	3.00796e-11
2.092	3.00724e-11
2.093	3.00651e-11
2.094	3.00578e-11
2.095	3.00505e-11
2.096	3.00432e-11
2.097	3.00359e-11
2.098	3.00287e-11
2.099	3.00214e-11
2.1	3.00141e-11
2.101	3.00069e-11
2.102	2.99996e-11
2.103	2.99924e-11
2.104	2.99851e-11
2.105	2.99779e-11
2.106	2.99706e-11
2.107	2.99634e-11
2.108	2.99561e-11
2.109	2.99489e-11
2.11	2.99417e-11
2.111	2.99344e-11
2.112	2.99272e-11
2.113	2.992e-11
2.114	2.99127e-11
2.115	2.99055e-11
2.116	2.98983e-11
2.117	2.98911e-11
2.118	2.98839e-11
2.119	2.98767e-11
2.12	2.98695e-11
2.121	2.98622e-11
2.122	2.98551e-11
2.123	2.98478e-11
2.124	2.98407e-11
2.125	2.98334e-11
2.126	2.98262e-11
2.127	2.9819e-11
2.128	2.98119e-11
2.129	2.98047e-11
2.13	2.97975e-11
2.131	2.97903e-11
2.132	2.97832e-11
2.133	2.9776e-11
2.134	2.97688e-11
2.135	2.97616e-11
2.136	2.97545e-11
2.137	2.97473e-11
2.138	2.97402e-11
2.139	2.97331e-11
2.14	2.97259e-11
2.141	2.97187e-11
2.142	2.97116e-11
2.143	2.97045e-11
2.144	2.96973e-11
2.145	2.96902e-11
2.146	2.9683e-11
2.147	2.96759e-11
2.148	2.96688e-11
2.149	2.96617e-11
2.15	2.96545e-11
2.151	2.96474e-11
2.152	2.96403e-11
2.153	2.96332e-11
2.154	2.96261e-11
2.155	2.9619e-11
2.156	2.96118e-11
2.157	2.96048e-11
2.158	2.95976e-11
2.159	2.95906e-11
2.16	2.95835e-11
2.161	2.95763e-11
2.162	2.95693e-11
2.163	2.95622e-11
2.164	2.95551e-11
2.165	2.9548e-11
2.166	2.95409e-11
2.167	2.95339e-11
2.168	2.95268e-11
2.169	2.95197e-11
2.17	2.95126e-11
2.171	2.95056e-11
2.172	2.94985e-11
2.173	2.94914e-11
2.174	2.94844e-11
2.175	2.94774e-11
2.176	2.94703e-11
2.177	2.94632e-11
2.178	2.94562e-11
2.179	2.94491e-11
2.18	2.94421e-11
2.181	2.94351e-11
2.182	2.9428e-11
2.183	2.9421e-11
2.184	2.9414e-11
2.185	2.9407e-11
2.186	2.93999e-11
2.187	2.93929e-11
2.188	2.93859e-11
2.189	2.93789e-11
2.19	2.93719e-11
2.191	2.93648e-11
2.192	2.93578e-11
2.193	2.93508e-11
2.194	2.93438e-11
2.195	2.93369e-11
2.196	2.93298e-11
2.197	2.93228e-11
2.198	2.93159e-11
2.199	2.93089e-11
2.2	2.93019e-11
2.201	2.92949e-11
2.202	2.92879e-11
2.203	2.92809e-11
2.204	2.92739e-11
2.205	2.9267e-11
2.206	2.926e-11
2.207	2.9253e-11
2.208	2.92461e-11
2.209	2.92392e-11
2.21	2.92322e-11
2.211	2.92252e-11
2.212	2.92182e-11
2.213	2.92113e-11
2.214	2.92044e-11
2.215	2.91974e-11
2.216	2.91904e-11
2.217	2.91835e-11
2.218	2.91766e-11
2.219	2.91696e-11
2.22	2.91627e-11
2.221	2.91557e-11
2.222	2.91488e-11
2.223	2.9142e-11
2.224	2.9135e-11
2.225	2.91281e-11
2.226	2.91212e-11
2.227	2.91143e-11
2.228	2.91074e-11
2.229	2.91005e-11
2.23	2.90936e-11
2.231	2.90867e-11
2.232	2.90797e-11
2.233	2.90728e-11
2.234	2.90659e-11
2.235	2.9059e-11
2.236	2.90522e-11
2.237	2.90453e-11
2.238	2.90384e-11
2.239	2.90315e-11
2.24	2.90246e-11
2.241	2.90178e-11
2.242	2.90109e-11
2.243	2.9004e-11
2.244	2.89972e-11
2.245	2.89903e-11
2.246	2.89835e-11
2.247	2.89766e-11
2.248	2.89697e-11
2.249	2.89628e-11
2.25	2.8956e-11
2.251	2.89492e-11
2.252	2.89423e-11
2.253	2.89355e-11
2.254	2.89286e-11
2.255	2.89218e-11
2.256	2.89149e-11
2.257	2.89081e-11
2.258	2.89013e-11
2.259	2.88944e-11
2.26	2.88876e-11
2.261	2.88808e-11
2.262	2.8874e-11
2.263	2.88671e-11
2.264	2.88603e-11
2.265	2.88535e-11
2.266	2.88467e-11
2.267	2.88399e-11
2.268	2.88331e-11
2.269	2.88263e-11
2.27	2.88195e-11
2.271	2.88127e-11
2.272	2.88059e-11
2.273	2.87991e-11
2.274	2.87923e-11
2.275	2.87855e-11
2.276	2.87788e-11
2.277	2.8772e-11
2.278	2.87652e-11
2.279	2.87584e-11
2.28	2.87516e-11
2.281	2.87449e-11
2.282	2.87381e-11
2.283	2.87313e-11
2.284	2.87246e-11
2.285	2.87178e-11
2.286	2.87111e-11
2.287	2.87043e-11
2.288	2.86976e-11
2.289	2.86908e-11
2.29	2.8684e-11
2.291	2.86773e-11
2.292	2.86705e-11
2.293	2.86638e-11
2.294	2.86571e-11
2.295	2.86503e-11
2.296	2.86436e-11
2.297	2.86369e-11
2.298	2.86301e-11
2.299	2.86234e-11
2.3	2.86167e-11
2.301	2.861e-11
2.302	2.86032e-11
2.303	2.85965e-11
2.304	2.85898e-11
2.305	2.85831e-11
2.306	2.85764e-11
2.307	2.85697e-11
2.308	2.8563e-11
2.309	2.85563e-11
2.31	2.85496e-11
2.311	2.8543e-11
2.312	2.85362e-11
2.313	2.85296e-11
2.314	2.85229e-11
2.315	2.85162e-11
2.316	2.85095e-11
2.317	2.85028e-11
2.318	2.84961e-11
2.319	2.84895e-11
2.32	2.84828e-11
2.321	2.84761e-11
2.322	2.84694e-11
2.323	2.84628e-11
2.324	2.84561e-11
2.325	2.84495e-11
2.326	2.84428e-11
2.327	2.84362e-11
2.328	2.84295e-11
2.329	2.84229e-11
2.33	2.84162e-11
2.331	2.84096e-11
2.332	2.84029e-11
2.333	2.83963e-11
